ticker,n_test,cand_cov,cand_score,base_cov_local,base_score_local,k_local,long_target_inverted,short_target_inverted,false_long_rr_pass,false_short_rr_pass
HRS,276,0.4855072463768116,5.177030887681158,0.6521739130434783,3.6126577877729797,0.6040140889471965,4,0,0,0
HSIC,276,0.5905797101449275,4.006541304347825,0.6666666666666666,3.0411872051842437,0.6002863066812969,0,2,0,0
HST,276,0.4891304347826087,1.0341495471014484,0.75,0.7304672016670137,0.6330621107835561,3,0,0,0
HSY,276,0.5036231884057971,3.7084475543478277,0.717391304347826,2.7943316655645667,0.6137796583788728,0,0,0,0
HUM,276,0.532608695652174,11.664442934782608,0.6956521739130435,8.695263826068732,0.5808279187863349,2,0,0,0
IBM,276,0.4963768115942029,6.195439402173913,0.7318840579710145,4.524265082042435,0.6670819908077916,2,0,0,0
ICE,276,0.5,2.9248821557970994,0.7065217391304348,2.255693730979481,0.6045371993778184,2,0,0,0
IDXX,276,0.572463768115942,8.940054347826083,0.6304347826086957,6.812890861610772,0.5404587896434514,1,0,0,0
IFF,276,0.45652173913043476,5.7027350543478255,0.6884057971014492,4.12457997393679,0.6377104898420439,1,0,0,0
ILMN,276,0.463768115942029,13.351889221014494,0.6594202898550725,9.423561583294239,0.572395088064086,1,0,0,0
INCY,276,0.5036231884057971,12.633097916666667,0.6594202898550725,8.47221575568108,0.588924027968153,2,0,0,0
INTC,276,0.4927536231884058,2.023517210144927,0.7137681159420289,1.4379776024929245,0.6133885159398891,2,0,0,0
INTU,276,0.47101449275362317,5.845377989130434,0.7065217391304348,4.266490313109231,0.6038729946407301,0,1,0,0
IP,276,0.48188405797101447,2.8500708333333336,0.6739130434782609,1.9989693674947953,0.6341249634591979,1,0,0,0
IPG,276,0.5253623188405797,1.352306702898551,0.6920289855072463,0.996763095637515,0.6285631889340129,1,0,0,0
IQV,276,0.5507246376811594,4.418399637681157,0.6702898550724637,3.1268252504467147,0.5748547979223161,3,0,0,0
