claim_id,target,candidate_id,promoted,validation_diff_mean,validation_simultaneous_lb,lockbox_diff_mean,lockbox_simultaneous_lb,live_decision_weight,capital_permission
DRAWDOWN_63_20|A:ret_63:-1&vol_21:+1,DRAWDOWN_63_20,A:ret_63:-1&vol_21:+1,False,0.04499999999999999,-0.07138888888888892,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:ret_21:-1&vol_63:+1,DRAWDOWN_63_20,A:ret_21:-1&vol_63:+1,False,0.041666666666666664,-0.07472222222222225,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_14:+1&relret_63:-1,DRAWDOWN_63_20,A:atr_14:+1&relret_63:-1,False,0.034999999999999996,-0.08138888888888893,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:relret_63:-1&vol_21:+1,DRAWDOWN_63_20,A:relret_63:-1&vol_21:+1,False,0.034999999999999996,-0.08138888888888893,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:relret_63:-1&ret_126:-1,DRAWDOWN_63_20,A:relret_63:-1&ret_126:-1,False,0.03180555555555556,-0.08458333333333336,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_63:-1&range_loc_63:-1,DRAWDOWN_63_20,A:dist_high_63:-1&range_loc_63:-1,False,0.03152777777777778,-0.08486111111111114,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:ret_42:-1&vol_21:+1,DRAWDOWN_63_20,A:ret_42:-1&vol_21:+1,False,0.02819444444444445,-0.08819444444444446,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_63:+1&obv_slope_63:-1,DRAWDOWN_63_20,A:atr_63:+1&obv_slope_63:-1,False,0.017222222222222222,-0.0991666666666667,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:accel_21_63:+1&accel_5_21:+1,DRAWDOWN_63_20,A:accel_21_63:+1&accel_5_21:+1,False,0.011250000000000001,-0.10513888888888892,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:accel_21_63:+1&relret_21:-1,DRAWDOWN_63_20,A:accel_21_63:+1&relret_21:-1,False,0.000833333333333334,-0.11555555555555558,0.07714285714285715,-0.04578571428571453,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&ret_252:-1,DRAWDOWN_63_20,A:dist_high_252:-1&ret_252:-1,False,0.06597222222222222,-0.05041666666666669,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_14:+1&ret_252:-1,DRAWDOWN_63_20,A:atr_14:+1&ret_252:-1,False,0.06583333333333333,-0.05055555555555559,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_20:-1&dist_high_63:-1,DRAWDOWN_63_20,A:dist_high_20:-1&dist_high_63:-1,False,0.05555555555555555,-0.060833333333333364,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_126:-1&ret_126:-1,DRAWDOWN_63_20,A:dist_high_126:-1&ret_126:-1,False,0.05250000000000002,-0.0638888888888889,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:dist_high_252:-1&relret_126:-1,DRAWDOWN_63_20,A:dist_high_252:-1&relret_126:-1,False,0.05236111111111113,-0.0640277777777778,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:atr_63:+1&relret_21:-1,DRAWDOWN_63_20,A:atr_63:+1&relret_21:-1,False,0.052222222222222225,-0.06416666666666669,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:amihud_21:+1&vol_63:+1,DRAWDOWN_63_20,A:amihud_21:+1&vol_63:+1,False,0.045833333333333344,-0.07055555555555557,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
DRAWDOWN_63_20|A:relret_126:-1&vol_63:+1,DRAWDOWN_63_20,A:relret_126:-1&vol_63:+1,False,0.045138888888888895,-0.07125000000000002,0.07428571428571429,-0.04864285714285739,0.0,BLOCKED
